Employee_ID,Question Type,Score,Responses
1888412899,Credibility,0.0741,2
1979992654,Credibility,0.4894,0
8390908771,Pride,0.377,0
6323416497,Camaraderie,0.0496,2
9363458421,Camaraderie,0.2346,1
6952859560,Respect,0.1027,0
2389408747,Client Specific,0.4937,2
8687725596,Pride,0.7409,0
6968881818,Great Place to Work,0.7917,2
2263759506,Credibility,0.3951,0
9852976269,Camaraderie,0.3449,1
8330443170,Great Place to Work,0.085,0
6384913126,Client Specific,0.4862,1
2316446834,Great Place to Work,0.5128,1
8125903871,Pride,0.6163,0
2663136058,Credibility,0.6958,0
4821296267,Camaraderie,0.1611,1
2703911993,Pride,0.5499,1
4318109088,Client Specific,0.7088,1
6467162768,Pride,0.9039,0
9600622389,Respect,0.3059,0
4236159324,Fairness,0.3412,2
7666245566,Fairness,0.8925,1
1477006806,Credibility,0.3237,2
2741663190,Credibility,0.4894,0
3634651501,Respect,0.2252,0
4117036395,Fairness,0.8184,2
3741387791,Credibility,0.2186,0
5542704264,Camaraderie,0.1762,2
4226753976,Camaraderie,0.4181,0
4243940777,Pride,0.9292,2
8762150340,Credibility,0.8492,2
3164878421,Respect,0.1546,2
2195734977,Pride,0.7973,1
4497154023,Credibility,0.9191,1
9966486295,Client Specific,0.0535,0
4771054585,Respect,0.5051,2
1719654401,Respect,0.505,0
4009163114,Fairness,0.3412,2
1623601383,Credibility,0.2835,1
8109171125,Credibility,0.1653,1
5665808253,Great Place to Work,0.6184,2
5844746695,Pride,0.4603,1
1761381890,Camaraderie,0.4181,0
1873346964,Great Place to Work,0.756,1
8507395320,Pride,0.8282,1
2695419523,Respect,0.2087,1
6194172435,Camaraderie,0.9598,1
5842770470,Fairness,0.6139,1
9240183830,Client Specific,0.1566,2
9240543577,Great Place to Work,0.7844,1
6994998190,Fairness,0.0886,0
6576143900,Client Specific,0.9526,1
8743622567,Credibility,0.5354,2
7841772503,No Data,0,0
4301120440,Camaraderie,0.3613,2
1995016733,Respect,0.4845,1
9364174207,Fairness,0.9288,2
3126384946,Camaraderie,0.6971,2
2564036581,Camaraderie,0.8409,2
3744896782,Pride,0.1043,1
7831981976,Credibility,0.4894,0
7681728998,Fairness,0.658,2
9021702342,Camaraderie,0.6803,1
6223027971,Camaraderie,0.8432,2
8177536328,Great Place to Work,0.7595,0
3305222193,Fairness,0.9078,2
7726309564,Pride,0.8743,0
2272834777,Great Place to Work,0.2158,0
1315008269,Great Place to Work,0.5346,1
2254351509,Credibility,0.8492,2
6905397309,Client Specific,0.564,2
9989477793,Credibility,0.4075,2
9070027139,Respect,0.4199,2
4052228927,Pride,0.838,0
8545185195,Fairness,0.4484,2
3969853719,Respect,0.739,0
5985236167,Credibility,0.5354,2
7848702536,Camaraderie,0.8078,0
6862795617,Client Specific,0.0535,0
8784817589,Client Specific,0.0571,1
3348070250,Respect,0.739,0
9225912094,Respect,0.4881,1
6778475973,Fairness,0.0972,1
8006960550,Respect,0.5441,2
2107422616,Fairness,0.6249,0
8114955690,Respect,0.5488,1
9054487546,Pride,0.5699,2
6571720970,Respect,0.9117,1
1345867050,Camaraderie,0.1598,2
1157000859,Great Place to Work,0.5767,0
6545105510,Respect,0.9911,0
6471828884,Fairness,0.8184,2
8974102338,Respect,0.5799,0
2953284581,Pride,0.5519,0
9335507816,Fairness,0.3402,2
2451750437,Great Place to Work,0.9451,2
1314285596,Fairness,0.7925,0
7315113279,Respect,0.7806,1
9880664083,Pride,0.9482,0
6591021219,Respect,0.9892,2
9350032276,Respect,0.3711,1
4069418377,Great Place to Work,0.0472,1
3699780040,Respect,0.8211,2
3998690711,Respect,0.1552,1
2754193941,Credibility,0.0493,1
6975422965,Client Specific,0.3211,1
3404075304,Camaraderie,0.1027,2
8507766723,Respect,0.7856,1
7249969376,Fairness,0.0239,2
3863530688,Great Place to Work,0.5285,2
1613450050,Camaraderie,0.6257,2
5036326514,Credibility,0.8921,1
1972015698,Pride,0.6813,0
6774214638,Pride,0.5699,2
7206485006,Great Place to Work,0.1929,1
9726405673,Fairness,0.8102,1
5716448359,Camaraderie,0.9686,0
6541350682,Fairness,0.5043,2
3792663680,Camaraderie,0.8277,1
7860664791,Great Place to Work,0.3908,1
5413063367,Fairness,0.8925,1
9597773022,Respect,0.6856,0
8184594578,Pride,0.9292,2
9556833902,Respect,0.3059,0
2375337282,Fairness,0.023,1
5891940858,Respect,0.9818,1
6648011207,Fairness,0.7256,0
9906601376,Great Place to Work,0.0472,1
7439316113,Credibility,0.3951,0
1249049504,Respect,0.3584,0
8929549852,Camaraderie,0.1971,0
4670058356,Camaraderie,0.9598,1
2769170866,Great Place to Work,0.9451,2
7509919272,Respect,0.1546,2
6728971799,Fairness,0.5043,2
8192365434,Client Specific,0.9971,0
3662753105,Camaraderie,0.6485,1
8225439919,Great Place to Work,0.8279,0
5504718886,Great Place to Work,0.5349,2
2431530422,Respect,0.5488,1
7023817168,Client Specific,0.3931,1
6573237313,Credibility,0.8492,2
5168357955,Great Place to Work,0.7595,0
3763963911,Client Specific,0.7665,1
4278686841,Pride,0.677,2
4385451210,Pride,0.2311,1
9667914178,Credibility,0.8921,1
7567812601,Great Place to Work,0.3421,0
5404033131,Respect,0.3793,2
1176513035,Camaraderie,0.6267,1
3237871063,Respect,0.0743,0
6139625973,Fairness,0.2899,2
2954652044,Great Place to Work,0.3908,1
4282034767,Respect,0.1302,1
8871392673,Client Specific,0.5531,1
8833245171,Client Specific,0.0223,0
9424575699,Client Specific,0.9937,0
5664364496,Credibility,0.3237,2
6792545848,Client Specific,0.5505,1
2198691897,Great Place to Work,0.6184,2
7941516770,Fairness,0.628,1
5384808646,Client Specific,0.3657,1
6261855761,Credibility,0.8916,1
1232168409,Pride,0.5316,2
2961312929,Camaraderie,0.9598,1
1742520862,Client Specific,0.7372,1
4048528141,Pride,0.6257,2
5070501963,Great Place to Work,0.5707,1
2073482407,Respect,0.6886,0
1413390901,Fairness,0.9288,2
7347115940,Client Specific,0.5531,1
8241144816,Fairness,0.8959,2
8917890654,Great Place to Work,0.6183,0
5144489076,Pride,0.3312,0
5583074887,Camaraderie,0.125,2
5245507558,Camaraderie,0.976,0
9434750345,Great Place to Work,0.862,0
4559621810,Fairness,0.8959,2
6662763489,Credibility,0.099,0
6253403557,Pride,0.9429,2
4781288040,Pride,0.1467,1
7853776084,Fairness,0.9564,0
4334554142,Client Specific,0.5398,1
1686382293,Credibility,0.2186,0
2026188638,No Data,0,0
5487563874,Camaraderie,0.5763,2
9994388686,Great Place to Work,0.0979,0
9023284912,Fairness,0.0696,2
7066262033,Great Place to Work,0.5707,1
9214999940,Respect,0.2713,2
6713556183,Pride,0.512,2
6272466447,No Data,0,0
1987554232,Respect,0.2636,1
4444612926,Pride,0.669,0
3266470697,Credibility,0.4091,0
9888462490,Pride,0.5667,0
4648680686,Camaraderie,0.0896,0
2600556479,Pride,0.669,0
1491782400,Pride,0.1588,0
3799766964,Camaraderie,0.5763,2
6041937404,Respect,0.0743,0
6817053688,Camaraderie,0.3613,2
1431266466,Great Place to Work,0.4847,1
3992165459,Client Specific,0.5531,1
7654412057,Pride,0.7355,2
6521730422,Camaraderie,0.6311,1
8690934181,Great Place to Work,0.7041,0
9758735232,Camaraderie,0.3603,1
7717983987,Pride,0.5552,0
9796726438,Credibility,0.4094,1
8468810717,Respect,0.1546,2
1616511874,Pride,0.6836,2
7459324200,Fairness,0.9149,2
6850917604,Great Place to Work,0.0101,2
4027157359,Camaraderie,0.1971,0
3667600419,Fairness,0.365,2
1794339815,Fairness,0.9059,2
6825471454,Credibility,0.0209,2
4053582615,Credibility,0.5354,2
5960286458,Client Specific,0.9937,0
7800396283,Respect,0.1127,2
5710513856,Camaraderie,0.5343,0
3355486657,Camaraderie,0.2134,0
4627925025,Credibility,0.8106,1
6521872944,Client Specific,0.0571,1
9817351235,Respect,0.574,0
1332283549,Pride,0.1412,2
8694496154,Client Specific,0.1487,1
2553496360,Great Place to Work,0.7041,0
8139581680,Client Specific,0.1593,2
4892067909,Pride,0.2114,2
4657938215,Respect,0.3711,1
5845895873,Credibility,0.7687,1
9158650504,Client Specific,0.0976,1
6923837131,Camaraderie,0.8078,0
3295703464,Credibility,0.5321,0
6844492488,Fairness,0.2897,0
8760516908,Credibility,0.5569,2
2547491391,Fairness,0.3052,0
8692535824,Pride,0.0322,1
7183943324,Pride,0.9429,2
4818987316,Pride,0.0956,1
7586055861,Pride,0.6257,2
7268248663,Pride,0.1043,1
8160363833,Credibility,0.6958,0
5112382041,Client Specific,0.7088,1
8149014049,Respect,0.5629,1
3472169240,Credibility,0.2186,0
1425772242,Client Specific,0.3931,1
1906868616,Pride,0.6163,0
1326752238,Respect,0.5488,1
4366472032,Great Place to Work,0.2523,1
6349200672,Credibility,0.708,1
2095350689,Pride,0.6538,0
2551670604,Fairness,0.9026,2
6431734296,Pride,0.1412,2
2933361795,Fairness,0.471,1
6225245793,Camaraderie,0.2134,0
1848183207,Pride,0.0367,0
2372491624,Pride,0.0112,1
9175759951,Pride,0.1926,2
7526263131,Credibility,0.3506,0
2304940223,Great Place to Work,0.4847,1
7922793494,Pride,0.5519,0
9540913369,Pride,0.4603,1
2049292458,Client Specific,0.0223,0
7435939047,Client Specific,0.4937,2
1985092162,Fairness,0.8398,0
1210354169,Credibility,0.2069,1
9916404088,Fairness,0.9753,0
1874968740,Pride,0.0367,0
2324687109,Client Specific,0.0942,2
6999295022,Pride,0.9039,0
9904182222,Respect,0.6736,1
5403387811,Client Specific,0.2179,1
1264169480,Respect,0.4017,0
1606629159,Great Place to Work,0.4826,2
9582613839,Fairness,0.471,1
4755679766,Great Place to Work,0.5373,1
1377866532,Fairness,0.8112,0
8976041475,Credibility,0.1833,2
2120644251,Credibility,0.099,0
3202786445,Respect,0.1808,1
8964063856,Pride,0.7635,0
6323786311,Client Specific,0.015,2
5313954883,Camaraderie,0.1678,1
1246552467,Camaraderie,0.4768,2
3072783152,Client Specific,0.134,2
8166465229,Camaraderie,0.363,0
5057185490,Fairness,0.5076,0
6203058560,Camaraderie,0.2589,0
4533560011,Pride,0.7317,1
1459915902,Credibility,0.8492,2
7705045276,Camaraderie,0.6257,2
8452621565,Great Place to Work,0.7428,2
4983221689,Camaraderie,0.1971,0
7404767672,Fairness,0.6999,1
5766757329,Credibility,0.4932,0
4356461101,Credibility,0.5474,2
4782553778,Respect,0.1127,2
3251997099,Fairness,0.8419,1
8044947518,Credibility,0.3309,0
3617810673,Camaraderie,0.4207,1
8710744645,Camaraderie,0.1534,2
6330705748,Credibility,0.245,2
9774533377,Camaraderie,0.9257,0
3309695455,Respect,0.7856,1
6104274325,Respect,0.2252,0
9187009069,Camaraderie,0.7156,0
9428279664,Pride,0.4603,1
8569376733,Fairness,0.9026,2
6551358964,Camaraderie,0.8655,0
5834036403,Client Specific,0.5258,1
9966798358,Camaraderie,0.1598,2
2181685235,Fairness,0.9828,1
6697506374,Pride,0.5499,1
2446375422,Fairness,0.8419,1
4532993104,Great Place to Work,0.0733,0
5273465580,Great Place to Work,0.6573,1
3717738257,Client Specific,0.1596,1
3610072135,Client Specific,0.1593,2
8813170327,Great Place to Work,0.7595,0
6896909607,Fairness,0.0119,1
2122145758,Great Place to Work,0.1929,1
9683741993,Fairness,0.8452,2
6731483671,Fairness,0.8758,0
2501778602,Camaraderie,0.4181,0
5005889468,Great Place to Work,0.5136,2
7493014335,Fairness,0.1548,2
5033267339,Client Specific,0.7223,0
7963181071,Camaraderie,0.3527,2
7521421644,Camaraderie,0.7156,0
7691643502,Credibility,0.3509,0
1201702753,Credibility,0.4091,0
4720461633,Pride,0.669,0
1461819542,Client Specific,0.169,0
4344842168,Fairness,0.471,1
6930040783,Credibility,0.6658,1
2693867683,Fairness,0.6139,1
8733007642,Great Place to Work,0.8256,1
7845948007,Camaraderie,0.0896,0
2704935073,Credibility,0.3309,0
7645660506,Client Specific,0.7011,1
1492646535,Camaraderie,0.6434,0
8944201469,Pride,0.3493,1
1278664270,Fairness,0.7862,2
8541226387,Great Place to Work,0.862,0
2289021809,Great Place to Work,0.0698,1
7216968006,Pride,0.3927,0
6696909798,Great Place to Work,0.9451,2
2687965498,Client Specific,0.0463,2
8644377390,Fairness,0.1735,2
6208626959,Credibility,0.5472,2
2215422524,Pride,0.7973,1
5318625238,Great Place to Work,0.7191,2
8749359978,Respect,0.3711,1
1902793778,Client Specific,0.4937,2
2661133872,Respect,0.8904,0
8063522444,Respect,0.1395,1
8268574608,Great Place to Work,0.7844,1
8972320026,Camaraderie,0.0821,0
2348822487,Fairness,0.3402,2
1867210070,Client Specific,0.015,2
6035029093,Client Specific,0.5531,1
9251515600,Client Specific,0.5147,1
5220003127,Pride,0.5176,2
2127366065,Fairness,0.8579,0
7522356245,Client Specific,0.0571,1
9097259839,Fairness,0.471,1
3870704438,Client Specific,0.5147,1
4944793383,Fairness,0.9393,0
4983702765,Respect,0.7957,0
1194557083,Fairness,0.1349,0
5245913399,Pride,0.1588,0
7817864418,Fairness,0.9828,1
4257284800,Fairness,0.8758,0
8584314452,Client Specific,0.1554,2
5222908655,Client Specific,0.2269,1
5892521010,Pride,0.1818,2
9349721272,Camaraderie,0.8432,2
6468897395,Great Place to Work,0.0733,0
9861260520,Camaraderie,0.1678,1
8212274445,Respect,0.5774,0
9241589440,Respect,0.8211,2
6239907476,Client Specific,0.3211,1
5541719860,Client Specific,0.2789,2
2857094340,Credibility,0.5319,2
2470758226,Fairness,0.9149,2
8394849035,Credibility,0.5321,0
2438440322,Client Specific,0.7088,1
4304519759,Respect,0.5194,2
6160165998,Fairness,0.8492,1
2120462523,Credibility,0.0209,2
9102311664,Fairness,0.4124,1
5235214763,Great Place to Work,0.2158,0
5045598347,Credibility,0.5569,2
2653835614,Pride,0.7973,1
9266515307,Camaraderie,0.1971,0
1671857303,Camaraderie,0.2712,2
9392354753,Credibility,0.5044,2
1976847648,Camaraderie,0.6485,1
3096524344,Client Specific,0.0521,2
2562472555,Respect,0.6224,2
8467470804,Respect,0.4998,0
1732836299,Client Specific,0.7437,1
6217881308,Respect,0.8904,0
6030432912,Fairness,0.3552,2
6234162648,Camaraderie,0.4768,2
3921042018,Fairness,0.6139,1
6521753734,Credibility,0.9191,1
4513346883,Pride,0.224,2
5935160318,Fairness,0.6999,1
3813274701,Great Place to Work,0.5285,2
3192711936,Fairness,0.0696,2
9901947975,Great Place to Work,0.1975,2
5787152184,Respect,0.2506,1
2870580355,Respect,0.505,0
3514284557,Credibility,0.9157,0
9790094693,Great Place to Work,0.1002,0
5786340501,Great Place to Work,0.1929,1
6104352209,Client Specific,0.9371,0
4118958579,Credibility,0.5321,0
5946992768,Fairness,0.6412,1
7847330305,Respect,0.5714,1
3881886270,Client Specific,0.7437,1
1127068201,Camaraderie,0.7882,0
1678306261,Respect,0.6072,2
9275351630,Fairness,0.4484,2
9287492434,Pride,0.8282,1
2507905959,Pride,0.3779,0
9187268680,Great Place to Work,0.6184,2
7349592844,Fairness,0.8452,2
8816938930,Fairness,0.0966,1
7107500500,Pride,0.0239,0
5824682977,Client Specific,0.1591,0
6128756205,Respect,0.4561,0
4183007876,Great Place to Work,0.0472,1
3676394356,Credibility,0.1645,1
8116699324,Camaraderie,0.6434,0
7701057857,Respect,0.1693,1
3009939723,Client Specific,0.015,2
7675199508,Fairness,0.6548,0
5792592896,Respect,0.6856,0
5656450059,Pride,0.3448,0
2861211034,Great Place to Work,0.1002,0
2524597379,Camaraderie,0.6968,0
4701430532,Great Place to Work,0.7595,0
7447732289,Pride,0.7954,2
4156201150,Pride,0.9292,2
7522005505,Camaraderie,0.15,1
9728737407,Pride,0.1818,2
5640551249,Client Specific,0.1546,1
7531303299,Pride,0.0367,0
5758244196,Client Specific,0.5147,1
9935385915,Pride,0.7139,0
4718956417,Camaraderie,0.8655,0
4534369044,Credibility,0.5321,0
7589758766,Credibility,0.3951,0
1474262343,Great Place to Work,0.2055,2
5668733384,Camaraderie,0.8403,2
6096930503,Great Place to Work,0.1975,2
9666397306,Respect,0.1609,2
3840266863,Pride,0.7317,1
1671848297,Pride,0.9482,0
2117533683,Great Place to Work,0.5646,1
9514744016,Pride,0.377,0
7231424649,Credibility,0.0209,2
2689781188,Great Place to Work,0.727,0
3267294035,Client Specific,0.169,0
4565896987,Fairness,0.7925,0
2132219208,Fairness,0.3402,2
8935748206,Camaraderie,0.6311,1
5017674234,Camaraderie,0.7941,0
2294357087,Respect,0.1546,2
2230259047,Pride,0.2311,1
4346923828,Respect,0.6856,0
7223817507,Respect,0.505,0
5912472406,Client Specific,0.5782,2
7332944340,Pride,0.1926,2
5612218644,Camaraderie,0.5343,0
9263436529,Great Place to Work,0.4847,1
2287104924,Great Place to Work,0.7041,0
4061911370,Credibility,0.0351,2
6755612691,Pride,0.9552,1
7397924529,Camaraderie,0.1598,2
5411852730,Respect,0.9003,1
4325254758,Pride,0.5179,1
5941711001,Camaraderie,0.2589,0
3244577513,Camaraderie,0.8409,2
4323716693,Pride,0.9246,2
6011971897,Pride,0.2871,0
7836854722,Client Specific,0.134,2
5582149823,Pride,0.0163,0
2130878236,Pride,0.9246,2
9241962962,Fairness,0.4958,0
1525787777,Credibility,0.5319,2
7711965242,Great Place to Work,0.2523,1
3929366005,Client Specific,0.0571,1
8171586460,Great Place to Work,0.7428,2
2872767978,Fairness,0.9288,2
2596805890,Great Place to Work,0.1577,0
6941944758,Fairness,0.8758,0
2799214786,Respect,0.4845,1
1327122582,Camaraderie,0.6058,2
9110912217,Respect,0.1546,2
1768115361,Camaraderie,0.6485,1
4104123115,Camaraderie,0.0066,1
6728803846,Great Place to Work,0.0982,2
2734427451,Credibility,0.4997,1
2523003684,Credibility,0.245,2
5852044953,Respect,0.1127,2
9447277916,Great Place to Work,0.6573,1
8470064269,Client Specific,0.9626,2
8087360593,Fairness,0.1349,0
3067394362,Camaraderie,0.4207,1
4964858161,Great Place to Work,0.5349,2
9315327008,Client Specific,0.564,2
1135339736,Client Specific,0.7011,1
3838821517,Client Specific,0.169,0
2904482947,Fairness,0.276,0
8068067232,Client Specific,0.0521,2
2717830869,Camaraderie,0.7882,0
7791434923,Camaraderie,0.1497,1
2724160088,Fairness,0.9026,2
2465372615,Camaraderie,0.131,1
4623570971,Camaraderie,0.6971,2
4559023645,Camaraderie,0.8409,2
7189189063,Client Specific,0.8219,0
6989122496,Respect,0.4881,1
1740255355,Client Specific,0.5258,1
1145168410,Camaraderie,0.1598,2
2511049906,Camaraderie,0.5343,0
5782654550,Credibility,0.5321,0
8860093222,Client Specific,0.0346,1
7062130504,Credibility,0.5354,2
2930736541,Fairness,0.6412,1
5567431449,Pride,0.3193,2
8596474329,Pride,0.677,2
3914185100,Respect,0.6856,0
8635423448,Client Specific,0.1566,2
1893040868,Respect,0.1228,2
8189524544,Credibility,0.8492,2
6092065705,No Data,0,0
1452910105,Camaraderie,0.131,1
9831639925,Respect,0.2252,0
9644994735,Great Place to Work,0.5373,1
8134075270,Fairness,0.023,1
4990509880,Respect,0.1552,1
8005732960,Respect,0.8614,1
8762038548,Fairness,0.0978,0
5420530637,Fairness,0.9288,2
4773938920,Camaraderie,0.0821,0
9282615979,Fairness,0.461,0
5272101296,Client Specific,0.4862,1
8201540311,Great Place to Work,0.2158,0
3941760592,Great Place to Work,0.0982,2
9246598879,Respect,0.5652,0
6311142179,Pride,0.105,0
4513671133,Client Specific,0.3211,1
1162052154,Fairness,0.3655,0
8004561000,Camaraderie,0.8409,2
5447412066,Respect,0.5194,2
5318837165,Great Place to Work,0.4847,1
6326849195,Respect,0.2087,1
7547062238,Pride,0.5269,2
8375897937,Respect,0.5441,2
2976521915,Credibility,0.099,0
5135478973,Fairness,0.365,2
2442787488,Camaraderie,0.2147,0
7501656214,Client Specific,0.564,2
3049333890,Fairness,0.6999,1
5900115966,Fairness,0.276,0
8310768869,Fairness,0.4085,2
3189812766,Camaraderie,0.1113,1
4997451040,Credibility,0.0493,1
8573559655,Credibility,0.4831,2
3625941276,Respect,0.0042,1
9460007349,Client Specific,0.1593,2
2873065206,Client Specific,0.1566,2
2665901183,Respect,0.8211,2
7080253495,Respect,0.6856,0
8569726943,Fairness,0.6999,1
6014826562,Fairness,0.8184,2
2938967810,Fairness,0.461,0
6054890420,Client Specific,0.5258,1
5597639083,Great Place to Work,0.7595,0
8631176948,Camaraderie,0.15,1
7322989569,Pride,0.677,2
2870273060,Fairness,0.6169,0
5249147415,Fairness,0.9564,0
6050349871,Pride,0.1412,2
1499932606,Camaraderie,0.7156,0
9924947420,Client Specific,0.8804,2
8661947250,Client Specific,0.7372,1
4303703837,Pride,0.9246,2
1264610290,Fairness,0.6636,1
2612251175,Fairness,0.7037,1
3544914457,Pride,0.377,0
5264611244,Respect,0.5629,1
8219127655,Credibility,0.4075,2
7792535887,Client Specific,0.3211,1
9872549904,Camaraderie,0.4852,1
2898458374,Pride,0.9292,2
3245103624,Respect,0.5271,2
7820944786,Pride,0.3858,2
3357201682,Respect,0.8136,1
8401534292,Pride,0.8282,1
4420337676,Client Specific,0.564,2
6797412766,Great Place to Work,0.727,0
1143509546,Great Place to Work,0.7112,0
6451030837,Great Place to Work,0.2986,0
2713254292,Fairness,0.7039,1
1261110835,Client Specific,0.2789,2
7502849366,Great Place to Work,0.2055,2
2566153738,Fairness,0.6249,0
6566236284,Fairness,0.1349,0
6440446111,Great Place to Work,0.8279,0
6194444232,Great Place to Work,0.816,2
1580344835,Client Specific,0.0942,2
8701180352,Client Specific,0.0976,1
4725284046,Credibility,0.3309,0
8382031122,Great Place to Work,0.5767,0
6113504303,Great Place to Work,0.3516,1
8480608198,Respect,0.4608,0
3028059535,Client Specific,0.5704,0
4994972017,Respect,0.5652,0
8377546204,Respect,0.6736,1
9824333190,Respect,0.0042,1
3478221363,Client Specific,0.3655,0
1311587227,Client Specific,0.015,2
1981954044,Fairness,0.93,2
3570571475,Client Specific,0.3931,1
3005565537,Camaraderie,0.976,0
9320266511,Respect,0.2506,1
4850447442,Pride,0.838,0
5392608642,Respect,0.5774,0
4034679730,Great Place to Work,0.9682,0
6747246848,Great Place to Work,0.3516,1
4359871016,Credibility,0.5569,2
7048799726,Client Specific,0.2179,1
9623832172,Fairness,0.461,0
4973279105,Respect,0.1808,1
2479083273,Pride,0.7409,0
9854791429,Fairness,0.6139,1
3048304981,Respect,0.3793,2
3616961373,Fairness,0.9828,1
9796734386,Camaraderie,0.2977,1
7044633229,Camaraderie,0.7941,0
9605949719,Fairness,0.4124,1
9562516742,Credibility,0.3506,0
6215710639,Respect,0.2636,1
3909666273,Respect,0.5714,1
9533854060,Camaraderie,0.6434,0
4876459969,Respect,0.6001,2
1647578875,Pride,0.5316,2
4604078928,Client Specific,0.1911,0
4258341789,Camaraderie,0.0821,0
5835375255,Pride,0.0956,1
1151475376,Client Specific,0.3655,0
1172684563,Pride,0.9429,2
4867195023,Credibility,0.0209,2
8620360692,Respect,0.6001,2
7850772539,Great Place to Work,0.5707,1
9245365990,Client Specific,0.5704,0
5026320881,Credibility,0.099,0
8344806035,Fairness,0.0034,1
1405301093,Credibility,0.0665,1
8175964355,Client Specific,0.8219,0
9451973703,Client Specific,0.1593,2
2526614930,Great Place to Work,0.2513,0
7594683435,Pride,0.0828,0
7847834693,Pride,0.0828,0
2382977273,Respect,0.5799,0
5671538246,Great Place to Work,0.6575,0
1235000292,Fairness,0.8925,1
2146068149,Pride,0.3305,1
7164058155,Pride,0.9125,1
3856507407,Fairness,0.7862,2
6873235172,Fairness,0.6196,2
4651936425,Camaraderie,0.3613,2
5829179021,Respect,0.4845,1
9312967724,Great Place to Work,0.085,0
6148385471,Pride,0.7209,0
6559558444,Respect,0.1422,0
3129316435,Fairness,0.4125,0
1676878399,Pride,0.7317,1
7374795807,Credibility,0.1624,0
7925900353,Client Specific,0.1566,2
3893571959,Respect,0.5488,1
4794268078,Client Specific,0.3931,1
1792158020,Great Place to Work,0.9451,2
6698553297,Respect,0.5774,0
1501394377,Client Specific,0.6235,2
5749012629,Respect,0.3508,2
2037733395,Client Specific,0.8219,0
7743511199,Pride,0.5519,0
4132579697,Fairness,0.3052,0
9446168475,Pride,0.7399,0
2840797106,Respect,0.2567,1
7428504096,Pride,0.7399,0
9906160036,Pride,0.623,1
6528639263,Respect,0.8136,1
6161527103,Client Specific,0.015,2
7095220353,Respect,0.1228,2
2019292513,Client Specific,0.2179,1
5738286971,Respect,0.4845,1
4107670783,Respect,0.1881,0
2087084452,Respect,0.8904,0
8330592579,Credibility,0.3509,0
6277043024,Respect,0.0042,1
8517878320,Fairness,0.8333,2
8554812537,Client Specific,0.2179,1
3165689574,Camaraderie,0.4207,1
7945797178,Fairness,0.8579,0
2767258220,Respect,0.6579,0
3595301310,Pride,0.5975,0
6900560061,Respect,0.505,0
5727730856,Great Place to Work,0.7191,2
2461821767,Great Place to Work,0.1342,0
9834961361,Credibility,0.1624,0
9989305602,Client Specific,0.3657,1
4371650483,Great Place to Work,0.7112,0
2799594137,Fairness,0.9753,0
4457494947,Great Place to Work,0.756,1
5880819426,Client Specific,0.0463,2
8530876371,Pride,0.5179,1
8153947724,Pride,0.3233,1
8231673770,Fairness,0.0119,1
8379897541,Respect,0.5799,0
6235464943,Respect,0.3508,2
1656935479,Great Place to Work,0.3891,1
7872450086,Camaraderie,0.0066,1
9008349842,Respect,0.8136,1
7919986512,Client Specific,0.9937,0
5893735355,Camaraderie,0.9257,0
5068734486,Client Specific,0.5531,1
7699444558,Camaraderie,0.1497,1
7673525280,Great Place to Work,0.6079,1
3597094747,Great Place to Work,0.6184,2
5511173672,Great Place to Work,0.5767,0
1270130475,Camaraderie,0.1227,0
8934123780,No Data,0,0
2786219384,Camaraderie,0.0066,1
1253261566,Pride,0.0322,1
9671036932,Camaraderie,0.6971,2
7961005104,Fairness,0.2899,2
6350106663,Client Specific,0.1566,2
8628005981,Client Specific,0.5782,2
6680918269,Credibility,0.4997,1
6195684009,Fairness,0.6196,2
1630878978,Fairness,0.365,2
1720150841,Respect,0.3793,2
3934431605,Camaraderie,0.6267,1
7067522472,Pride,0.3493,1
5562672614,Client Specific,0.8036,1
8060620625,Pride,0.1467,1
3838803503,Camaraderie,0.5491,2
6132618586,Camaraderie,0.7156,0
5366082191,Great Place to Work,0.727,0
2098742590,Camaraderie,0.1113,1
8046052190,Great Place to Work,0.2513,0
1212695439,Respect,0.1302,1
8131493992,Camaraderie,0.1971,0
5341135660,Camaraderie,0.1971,0
1480765342,Fairness,0.4124,1
4756212234,Pride,0.9552,1
3735752635,Respect,0.505,0
2046154869,Fairness,0.6421,0
9701211187,Pride,0.7399,0
5088364283,Pride,0.2311,1
9981049961,Great Place to Work,0.7917,2
8251669141,Camaraderie,0.131,1
7371560732,Great Place to Work,0.5707,1
9883305231,Client Specific,0.0976,1
4400480588,Great Place to Work,0.9444,1
9691727956,Respect,0.5551,1
6734109984,Camaraderie,0.6835,2
2969702614,Camaraderie,0.7156,0
9396930800,Client Specific,0.0463,2
8602116902,Respect,0.1422,0
6081502172,Client Specific,0.5531,1
1136293411,Great Place to Work,0.0101,2
1826411882,Fairness,0.5732,2
1637024349,Camaraderie,0.284,0
2673394415,Client Specific,0.169,0
6492995156,No Data,0,0
2581393453,Client Specific,0.0535,0
4452374776,Pride,0.7973,1
7875346607,Camaraderie,0.0251,1
5498683717,Pride,0.5499,1
8396359019,Client Specific,0.9971,0
7400273217,Client Specific,0.5398,1
2297710312,Fairness,0.1319,0
5766748852,Great Place to Work,0.9444,1
5875583754,Client Specific,0.0223,0
4556783040,Fairness,0.7256,0
8712295426,Client Specific,0.564,2
3981760872,Camaraderie,0.2977,1
5520912276,Fairness,0.9059,2
7194148169,Fairness,0.2899,2
7191259066,Camaraderie,0.7883,2
9371692869,Fairness,0.4124,1
